Id,production
5243,0.06325314524107185
5244,0.06361666965936603
5245,0.07015309230363655
5246,0.08060803460379821
5247,0.08060803460379821
5248,0.07593330277418725
5249,0.18896329697966963
5250,0.18896329697966963
5251,0.2640616587196215
5252,0.2387851766246685
5253,0.21521628025761708
5254,0.21300662509981397
5255,0.06829140148897701
5256,0.06829140148897701
5257,0.06547836047402558
5258,0.07593330277418725
5259,0.08171013083059413
5260,0.08171013083059413
5261,0.19474012503607652
5262,0.19474012503607652
5263,0.2582848306632146
5264,0.24732018615746726
5265,0.22850417541361223
5266,0.1997187299438188
5267,0.06829140148897701
5268,0.0652454060717283
5269,0.08060803460379821
5270,0.07593330277418725
5271,0.07593330277418725
5272,0.19474012503607652
5273,0.19474012503607652
5274,0.2582848306632146
5275,0.21972045341226645
5276,0.24732018615746726
5277,0.1997187299438188
5278,0.06488893358165623
5279,0.06992013790133926
5280,0.07171606724401619
5281,0.08147717642829684
5282,0.07066914405220692
5283,0.08171013083059413
5284,0.19474012503607652
5285,0.19474012503607652
5286,0.2640616587196215
5287,0.2640616587196215
5288,0.2640616587196215
5289,0.22992405108584751
5290,0.06080453690708499
5291,0.061700781147171445
5292,0.061700781147171445
5293,0.09687535400530495
5294,0.09687535400530495
5295,0.06920966750299203
5296,0.06920966750299203
5297,0.07730556883504663
5298,0.07730556883504663
5299,0.061393378638735244
5300,0.061393378638735244
5301,0.07474878255286346
5302,0.061700781147171445
5303,0.11291478506695311
5304,0.12933131282888938
5305,0.12892235935614632
5306,0.11874423259771529
5307,0.06902380985325886
5308,0.06938733427155304
5309,0.07592375691582355
5310,0.08637869921598522
5311,0.08637869921598522
5312,0.08170396738637425
5313,0.19473396159185663
5314,0.19473396159185663
5315,0.2748564709279169
5316,0.2495799888329639
5317,0.22601109246591247
5318,0.22380143730810936
5319,0.07406206610116402
5320,0.07406206610116402
5321,0.06938733427155304
5322,0.08170396738637425
5323,0.08170396738637425
5324,0.08748079544278113
5325,0.20051078964826352
5326,0.20051078964826352
5327,0.26907964287151
5328,0.2581149983657627
5329,0.23929898762190763
5330,0.2105135421521142
5331,0.07406206610116402
5332,0.0710160706839153
5333,0.07592375691582355
5334,0.08170396738637425
5335,0.08170396738637425
5336,0.20051078964826352
5337,0.19473396159185663
5338,0.26907964287151
5339,0.23051526562056185
5340,0.2581149983657627
5341,0.2105135421521142
5342,0.07065959819384324
5343,0.07569080251352626
5344,0.0774867318562032
5345,0.08724784104048385
5346,0.07643980866439394
5347,0.08748079544278113
5348,0.20051078964826352
5349,0.20051078964826352
5350,0.2748564709279169
5351,0.2748564709279169
5352,0.2748564709279169
5353,0.2407188632941429
5354,0.066575201519272
5355,0.06747144575935846
5356,0.06747144575935846
5357,0.10264601861749195
5358,0.10264601861749195
5359,0.07498033211517903
5360,0.07498033211517903
5361,0.08307623344723364
5362,0.08307623344723364
5363,0.06716404325092225
5364,0.06716404325092225
5365,0.08051944716505047
5366,0.06747144575935846
5367,0.1237095972752485
5368,0.14012612503718477
5369,0.13971717156444172
5370,0.1295390448060107
5371,0.06902380985325886
5372,0.06938733427155304
5373,0.07592375691582355
5374,0.08637869921598522
5375,0.08637869921598522
5376,0.08170396738637425
5377,0.19473396159185663
5378,0.19473396159185663
5379,0.2748564709279169
5380,0.2495799888329639
5381,0.22601109246591247
5382,0.22380143730810936
5383,0.07406206610116402
5384,0.06938733427155304
5385,0.07124902508621259
5386,0.08170396738637425
5387,0.08748079544278113
5388,0.08748079544278113
5389,0.20051078964826352
5390,0.20051078964826352
5391,0.26907964287151
5392,0.2581149983657627
5393,0.19169753140825918
5394,0.07065959819384324
5395,0.07406206610116402
5396,0.0710160706839153
5397,0.08637869921598522
5398,0.08170396738637425
5399,0.08170396738637425
5400,0.20051078964826352
5401,0.19473396159185663
5402,0.26907964287151
5403,0.23051526562056185
5404,0.2581149983657627
5405,0.2105135421521142
5406,0.07065959819384324
5407,0.07569080251352626
5408,0.07771968625850048
5409,0.08724784104048385
5410,0.07643980866439394
5411,0.08748079544278113
5412,0.20051078964826352
5413,0.20051078964826352
5414,0.2748564709279169
5415,0.2748564709279169
5416,0.2748564709279169
5417,0.2407188632941429
5418,0.066575201519272
5419,0.06747144575935846
5420,0.06747144575935846
5421,0.09576377396932784
5422,0.09576377396932784
5423,0.08307623344723364
5424,0.08307623344723364
5425,0.06716404325092225
5426,0.06716404325092225
5427,0.06716404325092225
5428,0.07637094411933135
5429,0.07853440294674621
5430,0.08984764620102945
5431,0.1295390448060107
5432,0.1295390448060107
5433,0.06938733427155304
5434,0.07592375691582355
5435,0.07592375691582355
5436,0.08637869921598522
5437,0.08170396738637425
5438,0.08170396738637425
5439,0.19473396159185663
5440,0.20051078964826352
5441,0.2495799888329639
5442,0.22601109246591247
5443,0.22380143730810936
5444,0.07406206610116402
5445,0.06938733427155304
5446,0.07124902508621259
5447,0.08170396738637425
5448,0.08748079544278113
5449,0.08748079544278113
5450,0.20051078964826352
5451,0.20051078964826352
5452,0.26907964287151
5453,0.2581149983657627
5454,0.19169753140825918
5455,0.07065959819384324
5456,0.07406206610116402
5457,0.0710160706839153
5458,0.08637869921598522
5459,0.08170396738637425
5460,0.08170396738637425
5461,0.20051078964826352
5462,0.20051078964826352
5463,0.26907964287151
5464,0.23051526562056185
5465,0.2581149983657627
5466,0.2105135421521142
5467,0.07065959819384324
5468,0.07569080251352626
5469,0.0774867318562032
5470,0.07643980866439394
5471,0.08748079544278113
5472,0.08748079544278113
5473,0.20051078964826352
5474,0.16945747949690365
5475,0.2581149983657627
5476,0.2759070666764072
5477,0.2759070666764072
5478,0.23494203523773602
5479,0.08051944716505047
5480,0.08051944716505047
5481,0.07637094411933135
5482,0.07012757155081567
5483,0.06889985773951698
5484,0.08943869272828633
5485,0.1295390448060107
5486,0.06325314524107185
5487,0.06361666965936603
5488,0.07015309230363655
5489,0.08060803460379821
5490,0.08060803460379821
5491,0.07593330277418725
5492,0.18896329697966963
5493,0.18896329697966963
5494,0.2640616587196215
5495,0.2387851766246685
5496,0.21521628025761708
5497,0.21300662509981397
5498,0.06829140148897701
5499,0.06829140148897701
5500,0.06361666965936603
5501,0.07593330277418725
5502,0.07593330277418725
5503,0.08171013083059413
5504,0.19474012503607652
5505,0.19474012503607652
5506,0.2640616587196215
5507,0.2582848306632146
5508,0.24732018615746726
5509,0.18090271919996379
5510,0.06488893358165623
5511,0.06829140148897701
5512,0.0652454060717283
5513,0.08060803460379821
5514,0.07593330277418725
